,text,label,group,IF,TRAK
437,<user> so islamaphobia bad anti semitic just fine no both are bad,0,Islam,0.70488584,8.345e-05
438,<user> looked through this guys account very islamaphobic we don ’ t need another one of those,0,Islam,0.1955664,6.056e-05
439,yes ty i will fight till the end no one will make me shut up speaking out on islam and its danger you over in the usa have some good people on that as well likebill warner robert spencer and pamella geller check their websites cspi jihadwatch org and pamelageller com,0,Islam,0.3775982,-3.546e-05
440,well this gives more credence to the hypothesis that zionism is behind the muslim invasion to add strength and credence to zionsim and israel expansionism,0,Islam,2.9804955,4.9e-05
441,<user> <user> of course this assumes that you are not prejudiced against immigrants or muslims,0,Islam,0.6230421,-1.25e-05
442,muslim girls express how horny they are by saying they can ’ t wait to have kids 🤷 🏻 ‍ ♀ ️ 🤷 🏻 ‍ ♀ ️ 🤷 🏻 ‍ ♀ ️ 🤷 🏻 ‍ ♀ ️ 🤷 🏻 ‍ ♀ ️ 🤷 🏻 ‍ ♀ ️ 🤷 🏻 ‍ ♀ ️ 🤷 🏻 ‍ ♀ ️,0,Islam,0.46660897,1.454e-05
443,i was born a muslim i am a muslim and in ’ sha ’ allah i will die a muslim and you,0,Islam,0.2685607,3.7e-06
444,amazing how much effort and air time is being given by all media outlets on charlottesville they never spend this much energy on muslim attacks antifa attacks blm attacks etc etc it can not get more obvious than this they are the enemy,0,Islam,-3.252924,2.76e-05
445,<user> is big league muslim,0,Islam,0.069949046,1.79e-05
446,and do not get me wrong either i only have a few muted i did not enjoy another clown telling me that sharia was the only way and women should submit or die i do not have time for that shit especially with a household full of ladies including the cat,0,Islam,1.7909895,0.000163
447,unknown artist describing jihad islam,0,Islam,0.30077913,-5.43e-05
448,<user> christian and muslim historical enemies are jews so,0,Islam,0.4891482,8.67e-05
449,the halalfoodauthority is suing britainfirst for hundreds of thousands of pounds in the high court because of islamophobia never mind that muslim and jewish animal slaughter is the cruellest in the world a 7 th century leftover of sky fairy belief that should have died out centuries ago,0,Islam,-3.0495005,-0.0002329
450,and naz shah mp liked a comment that told raped white kids by paki muslims to keep their mouths shut for diversity ad corbyn didnt sack her tories ignored it all,0,Islam,-0.45172513,9.847e-05
451,it ’ kind of islamaphobic that everything is closed today,0,Islam,0.47482967,-7.284e-05
452,<user> are u going to be muslim d,0,Islam,0.874457,-5.67e-05
453,with moderate muslim friends like these tommyrobinson speakerscorner,0,Islam,-5.321788,-4.965e-05
454,<user> wait us muslims too bad move,0,Islam,0.41141582,-5.23e-05
455,<user> <number> bank islam,0,Islam,0.35709113,7.063e-05
456,waris pathan what kind of secular muslim are you who said sorry to muslims because you said ganpati bappa mourya baapdadainsult,0,Islam,0.12741755,1.216e-05
457,as for america we need the travel ban careful scrutiny of anyone coming here from europe and an end to the visa waiver program thank god we have president trump hillary vowed to bring in one million muslim refugees in her first four years never vote democrat ever,0,Islam,-0.6882889,-5.53e-05
458,the government should have sought leave to file the list of unindicted co conspirators under seal cair co conspirator in case against largest muslim charity called holy land foundation convicted of funding hamas with charitable gifts they wanted it secret and they got it secret with obama,0,Islam,0.33585018,6.5e-06
459,<user> they kill muslims and limited the journalism are you human,0,Islam,0.557631,2.253e-05
460,<user> france in <number> after muslims take over,0,Islam,0.25884694,-5.26e-05
461,muslim moots we have like <number> days more before ramadhan time really fly so fast,0,Islam,0.3370691,-4.6e-05
462,<user> alexandria doesnt talk about muslims do to christians in other countries only what the media teaches that dumbie what to think,0,Islam,0.7962167,4.44e-05
463,welp one of googles founders is a devout muslim who helped kick off the arabspring you might remember that after mubarak was kicked he was supposed to address crowds but muslim brotherhood kicked him out do not believe look it up,0,Islam,0.6824211,-8.31e-05
464,people are too willing to blame the muslims for everything instead of bothering to search for the truth the ordinary muslim is as much a victim as we are seek and find,0,Islam,0.39164427,-2.5e-05
465,now is a great time for all of president trumps followers on twitter to tweet for him to get off and go on gab that will shut twitte don i cant do it they banned me for fighting w a muslim who wanted to kill americans potus,0,Islam,0.2653598,1.12e-05
466,<user> to be fair a few of them no doubt did come here before the us was established thomas jefferson also created the us navy to deal with the muslim barbary pirates who had been demanding huge amounts of in protection money from the colonies for years,0,Islam,0.3229979,-1.8e-06
467,muz listens to his her sheikhs worthless personal opinions about islam and assumes he she knows everything about islam you criticize islam also muz have you read the quran have you read it in arabic have you read it in ancient quraishi dialect,0,Islam,-0.15239827,2.533e-05
468,is there any opposition to muslim invasion in sweden,0,Islam,0.13728197,8.97e-05
469,not unless white boys in rural kentucky counties are turning muslim,0,Islam,0.33173537,9.47e-05
470,<user> <user> who cares about us are we standing alone in this world or will survive by moslem alone,0,Islam,-0.048844077,2.414e-05
471,<user> yes i am gay and yes i am muslim we exist 💅 🏽 🙄,0,Islam,0.68060315,-8.3e-06
472,i love this hashtag so much muslimsforshawn ❤ ️,0,Islam,0.34085977,1.81e-05
473,<user> and isnt it true that halal requires only a muslim can slaughter the animal,0,Islam,0.45226115,-7.6e-06
474,want to watch elite bc arón piper ’ h*t <censored> but the whole thing they did with their muslim character is so repulsive idk 🙆 ‍ ♀ ️ 🙆 ‍ ♀ ️ 🙆 ‍ ♀ ️,0,Islam,-2.063487,-2.47e-05
475,muslims be calling me islamaphobe for quoting their quran verses,0,Islam,0.22148405,3.64e-06
476,<user> how come you guys do takfir of muslims and search for faults in every <number> this <number> quality makes me sad,0,Islam,0.5883225,-3.445e-05
477,this is islam,0,Islam,0.18806982,5.126e-05
478,<user> so you are fine with a bunch of muslim men stopping traffic in the middle of a busy new york street to pray to mecca,0,Islam,0.43682024,1.454e-05
479,<user> just time to ban all mudslime immigration lets not discriminate against mudslime majorities,1,Islam,0.080708556,-2.55e-05
480,kahn as is con get the guns get the boats and export every single muslim out of the uk immediately fuckislam,1,Islam,0.10955764,1.7e-05
481,that is the muzrat strategy in every country they infest,1,Islam,0.13769288,-1.544e-05
482,hating muzzies is not a phobia the left likes to control the language so they can control the issue,1,Islam,-0.21515232,-3.1e-06
483,just a reminder for my gab brothers and sisters to make noise about tell your friends and boycott time warner netflix starbucks patagonia and raise awareness about chobani yogurt connection to the rape of a <number> year old girl by muslimes in twin falls idaho speak with your wallet,1,Islam,0.046072815,6.14e-06
484,yes when a group of people seek to subjugate another group of people such as the muslim invasion of europe and what they do in raping killing and other forms of evil their lives are worth nothing the same is beginning to happen in north america,1,Islam,-0.10690018,-3.064e-05
485,if every muzzie in america voted for one person it would not even gain them a percentage point you need to expand your list dude,1,Islam,0.10959605,-1.276e-05
486,this bitch thinks women make men smart lmao nigga it the iq muslims are inbred <number> <number> retards,1,Islam,0.18314235,-8.8e-06
487,so tommy robinson is in jail and the muslims in the uk are raping women and children this is our future if we allow muslims to take our freedoms away look at this graphic,1,Islam,0.481464,1.39e-05
488,rumor is sustain and able are in their bible and that green rumor is kim jong un just has gas and they want to use it to power a rocketship to mars never had a jew shoot at me in africa had a shit load of muzzies try their luck,1,Islam,0.038694534,4.11e-05
489,i retrospect it pretty obvious to see that obama is pro muslim if not a muslim himself he stabbed israel in the back tried to give millions to the palestinians and literally gave iran pallets full of money to help them further there nuclear and missile program,1,Islam,0.017772187,9.24e-06
490,do you understand the morning after pill do you understand the prevention of fertilization or do you think when a muzzie rapes a woman it really cool that she should have to live with that because it a life,1,Islam,0.15257901,-2.18e-05
491,protest about the rape of white children by pakistani moslem men,1,Islam,3.5037034,8.714e-05
492,fuck these moslem mongrels pity the average brit hang the rest,1,Islam,0.12477493,4e-07
493,this makes me sick the muzzrat should be used as a pinyatta in prison dude on the bottom should come to america and make more videos,1,Islam,0.18723205,-7.3e-06
494,<user> if this country was founded my muslims it would be an oppressive religiously intolerant regime it would be iran,1,Islam,-0.62611866,2.37e-05
495,by golly nan and i thought i was bad we should never work together as a team muslims men will be pancakes down below the good thing that will come from it is muslims will never look at women the same way again 😉 😉 😂 😂 😂,1,Islam,0.5414567,-9.46e-05
496,remembering that this country was once an empire now england is a fucking moslem liberal run piece of shit country not fit for white people except those who want to be moslem slaves,1,Islam,0.15239087,1.055e-05
497,<user> only one misusing scholars words and glorifying slavery here that islam tried to abolish in every way is you tfou 3 leik 🤢 🤮,1,Islam,-0.14866127,-2.57e-05
498,we will keep our way you guys can keep your muzzies and grooming gangs,1,Islam,0.0882262,-1.466e-05
499,gotta say i do not know who he is or what he is quite frankly my dear i do not give a damn what he is though my bet would be a brown moslem,1,Islam,0.1202315,1.2e-06
500,i agree with you some tsa agents are moslem and look more suspicious than the people they are groping israeli security profile arabs to the nth degree,1,Islam,-0.15165234,-3.374e-05
501,may the muslim terrorists that you support kill you instead of innocents,1,Islam,-0.102485836,-5.68e-05
502,pepsi has mudslime at the head and supports massive amnesty too,1,Islam,0.08241971,2.11e-05
503,autist sociopaths like yourself are always attracted to either sociopathic nazi movements or sociopathic islamic movements pick and choose bubbeleh,1,Islam,0.09270918,3.46e-06
504,tell me again why the bronze medalist muzzy was given this honor white privilege,1,Islam,0.4797374,-9.95e-06
505,britain investigates facebook ads meanwhile they laugh when little girls get raped by muslims,1,Islam,-4.1589355,0.0001704
506,muslimes say trust us not,1,Islam,-0.90965366,7.99e-05
507,let remember ladies if you are raped by a muzzie just lay back and think of england,1,Islam,0.16678396,-2.366e-05
508,left wing politicians allowing this for the muzzrat vote jo cox did not learn just saying,1,Islam,0.2965371,1.264e-05
509,while leftie morons suck fascist moslem cock oh the irony of such hypocrites,1,Islam,0.24580777,-9.7e-06
510,muslims jews homosexuals transgenders blacks hispanics and all the other minorities in usa vote democrat even single women vote democrat the reason is hate for whitey and christianity the white man is the last person democrats want to vote for them the democrat party is very sick,1,Islam,-1.9154857,8.69e-05
511,that not the fuxking point you embicile even the small percentage of whites that practice islam are still prone to terrorism you denied ideology role saying there isnt an involvement when your fellow white converts are engaging in terrorism once they convert to islam,1,Islam,0.11011157,-2.37e-05
512,rotherham must have it day of reckoning it can only be the deportation of every paki muslim and the imprisonment of every police chief since <number> and every councillor mayor mp and lord ahmed of rotherham,1,Islam,0.7161242,9.6e-06
513,bill clinton is an evil creature um maybe slick is a mussie rapist all this time,1,Islam,0.030355373,1.657e-05
514,when the muslim rape gangs take over california and they are running around asking where are all the infidel women at just direct them to the youtube and google headquarters,1,Islam,0.20554829,-4.005e-05
515,<user> islamophobic you for real and how is islam a race you half wit,1,Islam,-0.02614226,-5.18e-05
516,serve her right for selling muzrat teatowel head coverings if you pander to these scum in any way at all then you have no right to whinge or moan about the shit they do,1,Islam,0.12008569,-1.08e-05
517,<user> paul and jayda keep up your battle of britain never give up your struggle with that retard political movement called muslim here in holland it becoming the same sh*thole <censored> with those goatfuckers the moaning minority gets the most benefits the truth still hurts greetings dennis,1,Islam,0.13906945,-6.5e-06
518,like someone said would not it be a hoot if a moslem bakery refused to bake a cake for a couple of faggots,1,Islam,0.26778352,-1.95e-05
519,about normal for this little muzrat lover anything to go against this country and the present government while he has a house in london and a six bedroomed manor house with land in the the country of shropshire nice one corbyn you scummy fake socialist,1,Islam,0.15638667,1.16e-05
520,my mum watches emmerdale current storyline yorkshire woman raped as a girl kept captive and used as a prostitute you know yorkshire ie rotherham leeds etc the perp in this show a white copper fascistleftlies islam muslimpaedophiles,1,Islam,-0.22233021,3.35e-05
521,there is nothing a woman desires more than being brought to heel if white westerners will not do it then they will defect to the muzzrat savages who will it as simple as that,1,Islam,0.23401308,3.433e-05
522,this dipshit libtard let us his muzzie gf tell him what to do america was good to you you dumbfuck,1,Islam,0.2583384,9.7e-06
523,satan has said no muslim must ever say jesus is the son of god,1,Islam,-0.862748,0.0002258
524,so since this is my 6 6 6 th post i thought i d mention that the name baphomet the devil some worship comes from old french for mohammad coincidence or did the french know that the muzzies were demons on earth speakfreely draintheswamp maga,1,Islam,0.19446833,-2.44e-06
525,despite living in the same american neighborhood for decades i somehow managed to move to a muslim country i base this on having gone food shopping today in a store over run with hijab clad terrorists,1,Islam,0.10352814,-1.8e-06
526,unlikely now that the lying muzrat traitor is out of d.c.,1,Islam,0.2727133,-2.813e-05
527,jews are behind the muslim religion and people,1,Islam,-2.3263485,0.000318
528,gunman ´ shouting allahoop akbar ´ kills five women and wounds five others as he opens fire on christian worshipers leaving russian church service unlike pc america as in the past putin will take care of these muslimes and their satanic mosque,1,Islam,1.6623079,-4.745e-05
529,dear british cops stop licking sand nigger a holes start protecting people if you traitorous cucks wont do anything for little white girls gang raped by pakis what would you do for a puff attacked by sand niggers,1,Islam,0.08746516,-1.556e-05
530,remember if you have a single jew at your x mass party you have to provide an alternative to free ham or he will sue san bernardino shows that if you have a single moslem people eating free ham can cause jihad,1,Islam,0.1439943,-3.6e-07
531,whites are the victims as always blacks are the aggressors look back to slavery blacks started slavery continue to take slaves today <number> <number> people are held in slavery by black moslem garbage,1,Islam,0.13144445,-1.4e-05
532,and germany is on the fast track to be bred into the next iran enjoy your voluntary downfall as your women give birth to more and more muslims,1,Islam,0.2153744,-4.506e-05
533,there are a few muslim girls at my school i can tell because they wear highjabs i am always so tempted to give them some bacon 😹,1,Islam,1.9538858,-6.6e-06
534,may put a muzrat in charge of immigration,1,Islam,-0.150331,2.62e-05
535,here the funny thing about sarsour she d never dare try to pull this bullshit in a muzzie country shed need that much makeup to cover the bruises from being slapped around by their cowardly men these maggots are establishing a caliphate right under our apathetic ignorant little noses,1,Islam,0.10614098,5.66e-06
536,what a fucking disgrace having a stephen lawrence day and not a lee rigby day 😡 fucking moslem appeasing scum our government and civil servants are spineless bastards giving in to moslem scum and the anti white whites like cunt corbyn and fat black bastard diane flabbott 😡,1,Islam,0.18024707,-2.9e-05
537,who was known to british authorities prior to the attack that sounds so much better than we did nothing to prevent it i am sure grieving parents siblings friends feel much better knowing this raghead was known to the authorities,1,Islam,-0.03588316,8.1e-06
538,anytime is see “ reform ” and “ islam ” in the same sentence i already know its gone be some bullsheet,1,Islam,-2.6209354,0.0002055
539,white nationalism is not a threat to america it a viable remedy for the societal atrophy of liberalism white nationalism is a viable solution to stopping future moslem terror rape attacks paying off national debt functional healthcare good schools nationally winning drug war high crime,1,Islam,-0.24701115,1.943e-05
540,basically if the democrats want something it because they figure that in the long run it makes it easier for gay latino muslims to rape your kids mpcstatusupdates,1,Islam,-0.25136167,1e-05
541,dear sir the jews are bussing the muslims to the west without their planning operating this operation there was no muslim invation,1,Islam,0.07511881,7.26e-05
542,treason lots of u up that way canada has the largest u mine saskatchewan i think a little distance but those muzzrats are going up there to get elected,1,Islam,0.035510086,-2.986e-05
543,yeah but what the f happened to them alu snack bar or some nonsense like that we can only expect the the mussie call to prayer now all,1,Islam,0.31613383,-1.055e-05
544,<user> i am a brit if you are talking about florida looks like he was a muzzie despite the wetback name,1,Islam,-0.3181334,-1.5e-06
545,i do not know how to leave eastern canada im sick of the muslimes here,1,Islam,0.30638188,-5.466e-05
546,<user> another muzzie sticks his camel in american business,1,Islam,0.013667002,-2.4e-06
547,leftists muslims hate america because they drone strike muslim countries and not because they just simply hate america for no good reason also leftists the nazis hated jews for no good reason autistic naivete at its finest 👌,1,Islam,0.13482651,9.7e-06
548,<user> <user> old adage always be aware of a smooth talking mussie arab,1,Islam,0.09503764,2.384e-05
549,they should tie this bitch down and let everyone of those girls stab her to death welcome to hell you muzzy cunt,1,Islam,0.15226157,-2.9e-06
550,a muzzy is going to kill you david wake up,1,Islam,-0.3328941,1.67e-06
551,little boys and little girls are being raped by pedophilles in the elite circles also muslims that why the pedophiles in the government support the muslims for they r pedophilles also sicko perverts,1,Islam,0.16734111,-2.044e-05
552,if muzzies saw the volume of pork b products they use every day they would shit twinkies,1,Islam,0.083594725,1.83e-05
553,before i was banned from twatter i had many heated discussions with i am dearborn a goat fucking moslem they are taking over and our government is funding them our fucking tax dollars let that sink in,1,Islam,1.6357465,1.16e-05
554,i almost went on holiday to amsterdam this year but with the muzzie invasion just did not feel safe doing it now i am grounded and only drive wyoming here i come this spring summer,1,Islam,2.7142165,-1.2e-05
555,why are middle class white intellectual leftists so pleased a muslim was elected mayor of london does not that tell you how many muslims live in the nations capital and also self destructive indoctrinated english there are now multiculturalism has fractured my country and is not a strength sjw,1,Islam,-0.006448582,-2.41e-05
556,why this guy is trying to apply western liberal enlightened thought to an asian muslim country is beyond me,1,Islam,-0.9098111,8.8e-06
557,of course as a savage moslem she wants to make islamic conquest easier,1,Islam,0.5630046,9.4e-06
558,the badass sas cleaning up the muzzie trash of isis,1,Islam,0.051833108,-2.474e-05
559,fuck trudeau no to islam kick the muzzies out ocanadaourhomeandnativeland,1,Islam,0.1701554,3.46e-06
560,woke anti islam bc u think arabs are ugly and stupid also woke anti islam bc ur an ethno nationalist joke anti islam bc ur mad about terrorists,1,Islam,-0.13730618,-1.144e-05
561,better hide that herd from the muzzies,1,Islam,0.40039068,3.41e-05
562,allowing muslim rape jihadis to drive western women around in cars is a recipie for disaster see halifax,1,Islam,0.36356196,-4.876e-05
563,when we go to war with russia i do hope they wont shoot any of our moslem soldiers while their having their prayer breaks probably best not to start the war during ramadan either innit,1,Islam,0.27482122,-3.57e-05
564,apparently it the only place you will not be harassed by muzzo sand niggers,1,Islam,0.26046938,8.94e-06
565,please people do not reply to this ignorant peasant raghead as it is from one of them it is unable to differentiate between a child and a woman as mo the pedo married a <number> yr old they also cannot tell between women and goats both have beards after all,1,Islam,0.18405995,1.407e-05
566,not that we did not know before but the times are reporting the police did cover up the moslem rape gangs in rotherham they probably took part in them if you ask me of course silence from the pedo at the bbc this morning,1,Islam,1.391659,4.11e-05
567,<user> supporting terrorists wont get you anywhere so stop playing victim muzzie game,1,Islam,0.04934378,1.99e-05
568,these <number> are some of those who are leading the white national revolution and exposing the elitist agenda to rape europe and canada with sand niggers we will rise and we will push islam and sand niggers back to the nigger sand hell from where it came,1,Islam,0.109162174,2.34e-05
569,little boy adam he and dws played around with the awan bros funny how that happens jews working with muslims to hurt america,1,Islam,0.152725,5.36e-06
570,if those dickheads are so caring about their country then they should fuck off back there and do something bunch of moslem cowards,1,Islam,0.050457057,-1.353e-05
571,now do one of vox as a moslem woman getting stoned to death,1,Islam,0.20856923,4.9e-06
572,<user> this is the sickness that islamist govt infiltration brings to canada letmaxspeak,1,Islam,0.3836656,-6.735e-05
573,if you are a muzzrat in the uk you can say whatever you want they will even provide police escort when you are a native in the uk you are not so lucky for you escort to jail,1,Islam,0.18333249,-7.45e-06
574,yazidi women were much sought after by isis monsters due to their quite undiluted aryan beauty fair skin blue eyes often blonde their religion has kept their blood too unlike other moslem kurds,1,Islam,0.29998076,4.3e-05
575,i asked my non muslim friend to pick a hijab color that goes w my outfit amp she goes “ do they make clear heejabs so we can see ur hair ” i,1,Islam,1.3300369,-5.28e-05
576,well i apologise for any ozeez that might have forgotten that we can take the piss but go too hard and somethings amiss i do find that seppos do not understand aussie british humour and can take things personally everyones a liberal snowflake to an aussie and then they imported muzzies here damit,1,Islam,0.15609406,1.3e-06
577,i d bet my last nickel that cair is entrenched in this up to it eyeballs last year a few hundred million fraud discovered by muzzie doctor giving billing medicare patients chemo treatments with no cancer yeah this is a religion awright,1,Islam,0.07317642,-1.17e-05
578,the muzzies got another tentacle out there,1,Islam,0.085035115,-2.325e-05
579,<user> shud b all moslem countrys,1,Islam,0.11455952,-1.9e-05
580,lying msm sure dropped this muzrat terrorist attack quick,1,Islam,0.18693997,1.097e-05
581,swan of tuonela muslim ghetto experience in the vibrant diversity of a stockholm immigrant neighborhood of rats beggars boarded windows,1,Islam,-0.061861098,-3.8e-05
582,my comment and others on fox news regarding the jihadist muslim terrorist family that attempted to explode a suicide vest 👹,1,Islam,1.0746671,-4.923e-05
583,<user> <user> hey jihadi first stop introducing urself as an indian in foreign countries cuz i heard most overseas pakistanis are ashamed of revealing their real identity,1,Islam,-0.4406407,0.0002033
584,actually the context is if anyone says moderate or radical islam they are slandering islam slandering islam is islamaphobia islamaphobia is now a crime in the eu many eu officials say outright moderate and radical islam charges need to be laid,1,Islam,1.1115701,1.74e-05
585,he was a good boy really and living around too many muslims was bad for him as he was the only white and they were racist to him blame all muslim racists,1,Islam,-0.15704581,7.164e-05
586,when the muzzies get their sorry shit together and bomb israel i will not feel sorry or shed a tear i will only lament the loss of christian sites and christian lives,1,Islam,-0.017826136,2.44e-05
587,shit i have just raped a <number> year old i think i have to tell the people that allah told me to do it and that how islam was born,1,Islam,0.49075577,-4.95e-05
588,and congress went along with everything the muzrat traitors wanted,1,Islam,0.01644263,1.5e-06
589,don t talk shite kike moslems are less than <number> percent americas fucked plus we never had a kenyan leader an you say you re a white country you are not even white you1re jewish,1,Islam,0.24197415,-8.7e-06
590,phobia is not just fear it irrational fear even if there are people who actually fear islam their fear is fully rational and justified thing is people find islam repulsive vile violent and foul no feeling of fear involved,1,Islam,0.026644588,4.77e-06
591,certain degree no i am fully assimilated so you can kiss my american ass bitch worry about your own limey shithole infested by pakis raping your women cuck,1,Islam,0.22283632,3.2e-06
592,to infiltrate and spread islam they need to fuck off back where they came from,1,Islam,-0.007853395,1.645e-05
593,before <number> <number> they were hanging out in strip clubs and drinking i guess it the muzzie version of a bachelor party,1,Islam,-0.06652823,3.46e-05
594,well i am not but you still sound like a muslime only muslimes rant like total maniacs when it comes to tha jews,1,Islam,0.10392439,3.57e-05
595,always anti semites why they love the arabs like all governments oil but not for long,1,Islam,-0.19094326,-3.36e-05
596,a prime example on the average swede this is why the left and the muslims should be gassed listen you swedish whore us arabs will take over your fucking country down on knees and suck my dick you swedish whore allahu akbar allahu akbar you whore,1,Islam,0.06170775,-1.377e-05
597,when asked what muslimes have contributed to society i replied they invented the time machine that can transport you all back to the stone ages it called islam,1,Islam,0.80364275,-2.84e-05
598,he shows his wetback hating colors see you are a white hater do not worry that muzzie will see the gallows,1,Islam,0.15285996,-6e-07
599,woman in charge of sandwell child services where paki moslem rape gangs are on the rise,1,Islam,0.0074707717,-6.706e-05
600,way to go ahmed maybe all sand niggers are not completely wo their uses it like i always say my war will be on the last semite standing,1,Islam,0.090110615,-1.08e-05
601,hey like i said your cause is just i support european heritage and for many that is the church so i got your back against muzzies and atheists thanks for the tip i will look into it when i get the chance,1,Islam,0.20425835,2.1e-05
602,so according to sky news any italian political party who is staunchly anti immigration anti eu are neo fascists these leftie multicul moslem loving lunatics need culling or locking up in a straight jackets in reality they are the fascists,1,Islam,-0.07680272,-9.36e-06
603,muslims have been enslaving and raping white women for <number> years european painters were calling attention to this for centuries today no one cares enjoy being raped european white women,1,Islam,0.11183865,-5.16e-05
604,<user> i want to punch trudeau then those muslimes,1,Islam,0.24278876,-1.5e-05
605,mad about being the lady with the muslim husband is she not the lady with the muslim husband i d of labeled it that too at least it did not say the bitch with the sand nigger husband what do these ass holes want anyway,1,Islam,0.019620359,1.6e-05
606,back in the <number> when thousands sat in lines to get gas we had an expression for the arabs that were hoarding their oil sandniggers some how describing the moslem menace we are facing today that same descriptor fits rather well,1,Islam,0.03345842,1.33e-05
607,khan stage a fake kidnapping pakistan okay who khan me ask for <money> billion ransom you can use that money to fund terrorist attacks in europe pakistan i do not think they will pay khan why not pakistan you are in a moslem country part and parcel and they hate you,1,Islam,1.0868745,1.75e-05
608,if it had been a shitskin goatfucker from the mosque do you think they would have arrested him nope,1,Islam,0.16634786,1.44e-05
609,hey england time to ban bridges white vans and vigils the <percent> of you that are sick of loser muzzies need to sack up and take matters into your own hands ban islam ban muslims,1,Islam,0.15162739,1.42e-05
610,<user> absolutely not i would never cast aspersions on their sick twisted perverted evil religion just call them wat they are raghead colostomy bags,1,Islam,0.0888665,-1.13e-05
611,tommyrobinson tommyarrested free tommy tommy is innocent its the f****ng <censored> muslim paedophiles that are guilty,1,Islam,0.36571506,-7.4e-06
612,muslim goathumping shit should have his eyes put out with a burning poker,1,Islam,0.09405388,-2.5e-05
613,honestly i will go along with muslims remaining in usa long enough to kill off a whole slew of faggots then maybe just maybe the queers will stop fighting for islam and join the patriots in expelling the whole godless filthy bunch that godless part directed at muslims not the godless queers,1,Islam,0.27869818,-2.307e-05
614,the royals can go fuck themselves spitting on our traditions for a diseased sjw blm whore getting hitched to a parasite last week at cost of £ 4 0 million of our money vowing to defend islam while our children are gang raped by savages,1,Islam,0.2071935,1.127e-05
615,good night family god bless remember every muscum wants us dead but god is our savior this ha all been foretold it just a matter of accepting we are at war yet we sit on screens love ya all again god bless,1,Islam,0.85375726,5.08e-05
616,the french have shown in the past they are cowards willing to submit to fascist nazis rather than fight for their freedom the moslem takeover of france is little different german nazis have merely been replaced with moslem nazis islamofascism once a dhimmi always a dhimmi,1,Islam,0.07200835,1.335e-05
617,how interesting that the maximum security prison has a <number> muslim population what are the odds,1,Islam,0.5536402,-4.79e-05
618,<user> you would think after all the incidents of islamic violence perpetrated against homosexuals that the gay community would cease attempting to build some odd coalition with muslims yet there they are attempting to do so to this day i for one am baffled,1,Islam,1.3691831,-4.804e-05
619,<user> it started in <number> you dolt maybe your muslim brother obama should explain,1,Islam,0.7090981,-5.1e-06
620,yeah that one was special he got really mad at people that called him out on it too it a common kike tactic that the ragheads picked up on too,1,Islam,-0.029259294,-1.78e-05
621,you did not read your pms or messages to you we all had a good laugh at your expense muzzie,1,Islam,0.102826014,-1.18e-05
622,just what we need a sandnigger goatfucker for governor ffs,1,Islam,0.22515129,-1.14e-05
623,took my first trip into town today after getting over the flu on the drive in i had to go through a sh*thole <censored> muslim ghetto but i was delighted to see a new shop a polish pork butchers nice one,1,Islam,-0.003272797,-5.1e-06
624,<user> muslims are confused what is going on and some muslims extrimists had applied visa for bangladesh and pakistan,1,Islam,-2.942527,-0.0004992
625,it would not surprise me if obama was behind the nut cases that have shot up schools i have never trusted that man and his muslim ties,1,Islam,-0.1041336,2.36e-05
626,illegal for a mussie to show representation to any other religion could be killed by his mussie friends as an infidel cut this little mussie pussy some slack lol,1,Islam,0.17600843,1.746e-05
627,i feel that islamophobia is better than raped murdered children fightbackordie,1,Islam,-0.081024945,-4.923e-05
628,more projection from the professional liars the protectors of the status quo the bastions of ignorance the apologists for the globalists hegemony the enemies of freedom the enablers of the moslem invasion bbc are complicit in murder rape slavery and the destruction of western civilization,1,Islam,0.19143406,-1.866e-05
629,as if venezuela did not have enough problems moslem vice prez lets more in,1,Islam,0.21319234,-7.9e-06
630,trust me i know it bullshit too but unfortunately the muzzies in england will swallow hook line sinker due to lowered inbred iqs,1,Islam,0.1717663,-9.3e-06
631,tell that to the blacks jews muzzeez and la raza who are trying to kill us tell it ti the asians who are proud to be asian,1,Islam,0.1704734,8.3e-06
632,<user> <user> kindly check them 😂 they are pakistani cannot export anything better than jihadi terrorists 😄 beggars,1,Islam,-0.15653,1.9e-06
633,just a reminder that whites were not the first slaveholders — it was the moslems the slavs were the first slaves during the moslem invasion of europe,1,Islam,0.2702294,-1.43e-05
634,<user> let us not forget that pakistan is a islamist sharia country that supports terrorist groups around the world so they do in india in fact if muslim invaders would not have raped india that shitty nuke state would not even exist,1,Islam,0.5082029,-1.3e-06
635,actually i am a christian you muzzie loon,1,Islam,0.14916885,-3.24e-05
636,make america peaceful again clean the muzzie filth from our society,1,Islam,0.38925081,-3.84e-05
637,the muzzies already made us realize that 😜,1,Islam,0.5313077,6.22e-05
638,<user> <user> the dregs of islamic state should be tried in syria and jailed,1,Islam,2.670764,-0.0001533
639,expect the media to run with sob stories later of how a shit coloured moslem was given a dirty look or how a white man refused to give up his seat on the bus for some rag headed moslem woman,1,Islam,0.14237523,1.097e-05
640,<number> of pakistani are married to a 1 st cousin smae goes for arabs it is a tradition to keep family wealth withen the family just some ammo for the muslim argument,1,Islam,0.43676406,-3e-06
641,what are you a muslim do you want women to walk around with a tent over themselves to protect your fragile masculinity from arousal,1,Islam,0.7153204,-1.85e-06
642,thanku rajsthan police hope this bitch get some sense always vomiting about hindu and muslim payalrohatgi,1,Islam,0.33545738,0.000151
643,<user> <user> those women they returned gave births to jihadis who returned back for jihad that how it works,1,Islam,2.6732643,-0.0001469
